Time,BasePrice,USDPrice,24Hr USD Volume
2017-11-16 05:28:50.978485,0.04559601,329.4886232226,33393313.203720428
2017-11-16 05:29:51.436137,0.04557778,329.3568885028,33382022.454005517
2017-11-16 05:30:51.754767,0.04553002,329.8731903036,33471724.35500725
2017-11-16 05:31:52.350177,0.04555955,330.087140469,33481581.40457411
2017-11-16 05:32:52.677782,0.04555955,330.087140469,33479093.8643247
2017-11-16 05:33:53.096489,0.04554133,329.9551332894,33503910.146294873
2017-11-16 05:34:53.428035,0.04553001,329.87311785180003,33501238.354669858
2017-11-16 05:35:53.846769,0.04554133,329.341236161,33436605.28041012
2017-11-16 05:36:54.189291,0.04553001,329.259373317,33441142.584222905
2017-11-16 05:37:54.463078,0.04554132,329.341163844,33441278.56390288
2017-11-16 05:38:54.744251,0.04553,329.259301,33438363.269292228
2017-11-16 05:39:55.186125,0.04555855,329.465766035,33431779.07387049
2017-11-16 05:40:55.460343,0.04556,329.7441448,33451574.27218458
2017-11-16 05:41:55.944142,0.04556,329.7441448,33481295.083672896
2017-11-16 05:42:56.386324,0.04555,329.671769,33476210.156392816
2017-11-16 05:43:56.799229,0.04535002,328.2243977516,33504393.52451538
2017-11-16 05:44:57.261831,0.04530102,328.1818803594,33540736.24151738
2017-11-16 05:45:57.553320,0.04556,330.0580532,33520235.38376488
2017-11-16 05:46:57.870388,0.04555855,330.0475487185,33528045.020877227
2017-11-16 05:47:58.189008,0.04530804,328.2327365388,33545404.165992368
2017-11-16 05:48:58.662049,0.04556119,330.06667411930005,33529777.43047069
2017-11-16 05:49:59.157242,0.04559,330.0237305,33500180.288121387
2017-11-16 05:50:59.571223,0.04556118,329.815103961,33496077.23786933
2017-11-16 05:51:59.881384,0.04556118,329.815103961,33489342.747781694
2017-11-16 05:53:00.163254,0.04556119,329.8151763505,33479146.311873864
2017-11-16 05:54:00.479844,0.04532646,328.115977617,33478050.335929703
2017-11-16 05:55:00.792471,0.04545,329.92654949999996,33536270.26156038
2017-11-16 05:56:01.048263,0.0455,330.28950499999996,33538981.841850266
2017-11-16 05:57:01.325481,0.0455,330.28950499999996,33535018.27763212
2017-11-16 05:58:01.583085,0.04535,329.20063849999997,33523785.0081622
2017-11-16 05:59:08.696044,0.04534001,329.1281199911,33547334.42200524
2017-11-16 06:00:09.104942,0.045596,331.0999136,33579583.65004319
2017-11-16 06:01:09.411283,0.04545,330.03972,33559792.517603144
